data;
param m := 10;
param n := 200;
param c :=
    1 1 42
    1 2 28
    1 3 41
    1 4 28
    1 5 36
    1 6 40
    1 7 26
    1 8 47
    1 9 47
    1 10 44
    1 11 35
    1 12 44
    1 13 22
    1 14 29
    1 15 25
    1 16 49
    1 17 45
    1 18 11
    1 19 26
    1 20 36
    1 21 18
    1 22 32
    1 23 20
    1 24 20
    1 25 46
    1 26 14
    1 27 23
    1 28 41
    1 29 17
    1 30 49
    1 31 43
    1 32 23
    1 33 41
    1 34 49
    1 35 49
    1 36 41
    1 37 25
    1 38 46
    1 39 30
    1 40 16
    1 41 12
    1 42 43
    1 43 22
    1 44 11
    1 45 17
    1 46 20
    1 47 41
    1 48 45
    1 49 34
    1 50 32
    1 51 19
    1 52 40
    1 53 24
    1 54 43
    1 55 37
    1 56 47
    1 57 20
    1 58 50
    1 59 23
    1 60 35
    1 61 32
    1 62 31
    1 63 47
    1 64 31
    1 65 20
    1 66 11
    1 67 11
    1 68 39
    1 69 20
    1 70 32
    1 71 18
    1 72 43
    1 73 39
    1 74 35
    1 75 25
    1 76 11
    1 77 12
    1 78 14
    1 79 13
    1 80 42
    1 81 38
    1 82 34
    1 83 37
    1 84 45
    1 85 23
    1 86 27
    1 87 48
    1 88 20
    1 89 30
    1 90 29
    1 91 14
    1 92 20
    1 93 22
    1 94 22
    1 95 35
    1 96 35
    1 97 26
    1 98 13
    1 99 20
    1 100 18
    1 101 27
    1 102 40
    1 103 22
    1 104 29
    1 105 41
    1 106 10
    1 107 19
    1 108 36
    1 109 18
    1 110 24
    1 111 38
    1 112 18
    1 113 35
    1 114 50
    1 115 14
    1 116 33
    1 117 24
    1 118 35
    1 119 42
    1 120 26
    1 121 22
    1 122 16
    1 123 42
    1 124 40
    1 125 22
    1 126 18
    1 127 39
    1 128 11
    1 129 46
    1 130 19
    1 131 17
    1 132 29
    1 133 17
    1 134 44
    1 135 23
    1 136 38
    1 137 38
    1 138 25
    1 139 37
    1 140 17
    1 141 13
    1 142 29
    1 143 40
    1 144 33
    1 145 23
    1 146 17
    1 147 22
    1 148 47
    1 149 39
    1 150 43
    1 151 37
    1 152 26
    1 153 47
    1 154 23
    1 155 44
    1 156 34
    1 157 28
    1 158 21
    1 159 42
    1 160 19
    1 161 10
    1 162 23
    1 163 38
    1 164 22
    1 165 43
    1 166 25
    1 167 40
    1 168 11
    1 169 32
    1 170 47
    1 171 44
    1 172 26
    1 173 14
    1 174 16
    1 175 21
    1 176 20
    1 177 26
    1 178 25
    1 179 22
    1 180 25
    1 181 41
    1 182 37
    1 183 50
    1 184 21
    1 185 19
    1 186 10
    1 187 12
    1 188 41
    1 189 43
    1 190 46
    1 191 22
    1 192 33
    1 193 37
    1 194 49
    1 195 15
    1 196 48
    1 197 40
    1 198 12
    1 199 43
    1 200 50
    2 1 10
    2 2 29
    2 3 18
    2 4 30
    2 5 46
    2 6 26
    2 7 14
    2 8 37
    2 9 13
    2 10 32
    2 11 34
    2 12 47
    2 13 12
    2 14 10
    2 15 47
    2 16 10
    2 17 38
    2 18 47
    2 19 33
    2 20 41
    2 21 31
    2 22 33
    2 23 29
    2 24 28
    2 25 24
    2 26 26
    2 27 11
    2 28 12
    2 29 32
    2 30 46
    2 31 36
