data;
param m := 5;
param n := 200;
param c :=
    1 1 39
    1 2 41
    1 3 24
    1 4 29
    1 5 50
    1 6 28
    1 7 13
    1 8 30
    1 9 10
    1 10 45
    1 11 29
    1 12 35
    1 13 15
    1 14 11
    1 15 43
    1 16 20
    1 17 18
    1 18 35
    1 19 10
    1 20 43
    1 21 10
    1 22 10
    1 23 16
    1 24 16
    1 25 30
    1 26 25
    1 27 42
    1 28 30
    1 29 44
    1 30 32
    1 31 35
    1 32 43
    1 33 12
    1 34 48
    1 35 12
    1 36 12
    1 37 17
    1 38 10
    1 39 31
    1 40 25
    1 41 27
    1 42 43
    1 43 38
    1 44 31
    1 45 48
    1 46 12
    1 47 31
    1 48 38
    1 49 11
    1 50 15
    1 51 40
    1 52 16
    1 53 35
    1 54 34
    1 55 17
    1 56 27
    1 57 15
    1 58 32
    1 59 28
    1 60 48
    1 61 48
    1 62 30
    1 63 18
    1 64 42
    1 65 19
    1 66 48
    1 67 30
    1 68 49
    1 69 48
    1 70 27
    1 71 50
    1 72 30
    1 73 43
    1 74 15
    1 75 39
    1 76 30
    1 77 24
    1 78 19
    1 79 29
    1 80 22
    1 81 26
    1 82 21
    1 83 18
    1 84 19
    1 85 27
    1 86 31
    1 87 22
    1 88 35
    1 89 13
    1 90 21
    1 91 42
    1 92 15
    1 93 14
    1 94 48
    1 95 38
    1 96 42
    1 97 23
    1 98 13
    1 99 40
    1 100 25
    1 101 32
    1 102 19
    1 103 16
    1 104 29
    1 105 21
    1 106 37
    1 107 13
    1 108 10
    1 109 11
    1 110 31
    1 111 16
    1 112 43
    1 113 19
    1 114 17
    1 115 15
    1 116 30
    1 117 21
    1 118 10
    1 119 38
    1 120 25
    1 121 42
    1 122 42
    1 123 28
    1 124 21
    1 125 13
    1 126 48
    1 127 30
    1 128 12
    1 129 13
    1 130 22
    1 131 16
    1 132 12
    1 133 26
    1 134 21
    1 135 33
    1 136 49
    1 137 32
    1 138 48
    1 139 35
    1 140 11
    1 141 42
    1 142 16
    1 143 50
    1 144 49
    1 145 11
    1 146 39
    1 147 33
    1 148 48
    1 149 12
    1 150 26
    1 151 21
    1 152 21
    1 153 21
    1 154 48
    1 155 30
    1 156 13
    1 157 36
    1 158 46
    1 159 49
    1 160 43
    1 161 42
    1 162 23
    1 163 31
    1 164 16
    1 165 49
    1 166 31
    1 167 33
    1 168 31
    1 169 50
    1 170 17
    1 171 32
    1 172 49
    1 173 28
    1 174 33
    1 175 16
    1 176 28
    1 177 47
    1 178 27
    1 179 48
    1 180 47
    1 181 44
    1 182 25
    1 183 44
    1 184 47
    1 185 18
    1 186 24
    1 187 21
    1 188 37
    1 189 40
    1 190 21
    1 191 16
    1 192 20
    1 193 23
    1 194 33
    1 195 46
    1 196 23
    1 197 42
    1 198 20
    1 199 27
    1 200 37
    2 1 29
    2 2 27
    2 3 27
    2 4 38
    2 5 11
    2 6 29
    2 7 39
    2 8 48
    2 9 33
    2 10 33
    2 11 50
    2 12 24
    2 13 38
    2 14 41
    2 15 12
    2 16 43
    2 17 39
    2 18 26
    2 19 30
    2 20 38
    2 21 24
    2 22 48
    2 23 14
    2 24 30
    2 25 18
    2 26 17
    2 27 38
    2 28 37
    2 29 32
    2 30 45
    2 31 17
    2 32 50
    2 33 33
    2 34 22
    2 35 14
    2 36 33
    2 37 32
    2 38 37
    2 39 33
    2 40 12
    2 41 20
    2 42 16
    2 43 43
    2 44 33
    2 45 44
    2 46 34
    2 47 25
    2 48 28
    2 49 38
    2 50 13
    2 51 20
    2 52 19
    2 53 35
    2 54 42
    2 55 35
    2 56 38
    2 57 31
    2 58 10
    2 59 39
    2 60 42
    2 61 50
    2 62 12
    2 63 39
    2 64 46
    2 65 23
    2 66 22
    2 67 44
    2 68 29
    2 69 17
    2 70 23
    2 71 28
    2 72 26
    2 73 47
    2 74 48
    2 75 45
    2 76 27
    2 77 33
    2 78 17
    2 79 16
    2 80 23
    2 81 31
    2 82 17
    2 83 48
    2 84 44
    2 85 40
    2 86 14
    2 87 24
    2 88 47
    2 89 47
    2 90 37
    2 91 12
    2 92 40
    2 93 48
    2 94 38
    2 95 44
    2 96 46
    2 97 30
    2 98 29
    2 99 18
    2 100 35
    2 101 16
    2 102 39
    2 103 50
    2 104 33
    2 105 49
    2 106 23
    2 107 47
    2 108 16
    2 109 22
    2 110 50
    2 111 32
    2 112 45
    2 113 17
    2 114 19
    2 115 21
    2 116 33
    2 117 49
    2 118 21
    2 119 43
    2 120 18
    2 121 38
    2 122 26
    2 123 17
    2 124 11
    2 125 25
    2 126 47
    2 127 13
    2 128 25
    2 129 25
    2 130 40
    2 131 14
    2 132 44
    2 133 43
    2 134 25
    2 135 32
    2 136 13
    2 137 29
    2 138 29
    2 139 14
    2 140 32
    2 141 31
    2 142 40
    2 143 33
    2 144 29
    2 145 21
    2 146 26
    2 147 25
    2 148 46
    2 149 39
    2 150 48
    2 151 25
    2 152 35
    2 153 39
    2 154 19
    2 155 46
    2 156 36
    2 157 22
    2 158 10
    2 159 47
    2 160 41
    2 161 42
    2 162 35
    2 163 43
    2 164 23
    2 165 34
    2 166 13
    2 167 27
    2 168 28
    2 169 16
    2 170 20
    2 171 48
    2 172 43
    2 173 41
    2 174 25
    2 175 14
    2 176 31
    2 177 50
    2 178 36
    2 179 36
    2 180 41
    2 181 29
    2 182 50
    2 183 18
    2 184 15
    2 185 27
    2 186 47
    2 187 23
    2 188 11
    2 189 45
    2 190 32
    2 191 35
    2 192 26
    2 193 22
    2 194 28
    2 195 48
    2 196 42
    2 197 10
    2 198 42
    2 199 41
    2 200 16
    3 1 19
    3 2 21
    3 3 17
    3 4 36
    3 5 40
    3 6 12
    3 7 44
    3 8 25
    3 9 14
    3 10 34
    3 11 47
    3 12 37
    3 13 42
    3 14 29
    3 15 24
    3 16 39
    3 17 46
    3 18 47
    3 19 50
    3 20 16
    3 21 20
    3 22 20
    3 23 23
    3 24 35
    3 25 48
    3 26 17
    3 27 27
    3 28 26
    3 29 38
    3 30 38
    3 31 31
    3 32 36
    3 33 33
    3 34 44
    3 35 10
    3 36 19
    3 37 19
    3 38 15
    3 39 22
    3 40 24
    3 41 50
    3 42 35
    3 43 20
    3 44 29
    3 45 23
    3 46 39
    3 47 39
    3 48 21
    3 49 40
    3 50 25
    3 51 38
    3 52 26
    3 53 44
    3 54 16
    3 55 50
    3 56 39
    3 57 25
    3 58 34
    3 59 32
    3 60 42
    3 61 24
    3 62 18
    3 63 29
    3 64 23
    3 65 33
    3 66 50
    3 67 48
    3 68 16
    3 69 12
    3 70 18
    3 71 47
    3 72 39
    3 73 35
    3 74 43
    3 75 16
    3 76 33
    3 77 46
    3 78 19
    3 79 50
    3 80 40
    3 81 20
    3 82 18
    3 83 35
    3 84 35
    3 85 50
    3 86 27
    3 87 27
    3 88 49
    3 89 47
    3 90 13
    3 91 50
    3 92 14
    3 93 43
    3 94 49
    3 95 22
    3 96 35
    3 97 23
    3 98 28
    3 99 43
    3 100 32
    3 101 18
    3 102 13
    3 103 47
    3 104 39
    3 105 32
    3 106 50
    3 107 27
    3 108 41
    3 109 21
    3 110 40
    3 111 42
    3 112 50
    3 113 19
    3 114 50
    3 115 21
    3 116 16
    3 117 19
    3 118 29
    3 119 22
    3 120 34
    3 121 24
    3 122 45
    3 123 38
    3 124 45
    3 125 48
    3 126 42
    3 127 29
    3 128 43
    3 129 28
    3 130 39
    3 131 43
    3 132 50
    3 133 40
    3 134 41
    3 135 24
    3 136 34
    3 137 49
    3 138 36
    3 139 18
    3 140 27
    3 141 28
    3 142 19
    3 143 30
    3 144 43
    3 145 14
    3 146 13
    3 147 33
    3 148 42
    3 149 15
    3 150 48
    3 151 14
    3 152 43
    3 153 18
    3 154 42
    3 155 50
    3 156 15
    3 157 41
    3 158 42
    3 159 24
    3 160 22
    3 161 16
