data;
param m := 20;
param n := 100;
param c := 
    1 1 50
    1 2 15
    1 3 31
    1 4 24
    1 5 49
    1 6 36
    1 7 19
    1 8 42
    1 9 38
    1 10 43
    1 11 10
    1 12 47
    1 13 13
    1 14 48
    1 15 13
    1 16 33
    1 17 18
    1 18 37
    1 19 28
    1 20 41
    1 21 33
    1 22 42
    1 23 43
    1 24 31
    1 25 47
    1 26 26
    1 27 17
    1 28 48
    1 29 21
    1 30 23
    1 31 25
    1 32 42
    1 33 36
    1 34 50
    1 35 21
    1 36 40
    1 37 28
    1 38 28
    1 39 16
    1 40 41
    1 41 20
    1 42 37
    1 43 16
    1 44 24
    1 45 14
    1 46 50
    1 47 39
    1 48 23
    1 49 35
    1 50 44
    1 51 31
    1 52 20
    1 53 34
    1 54 26
    1 55 40
    1 56 33
    1 57 47
    1 58 40
    1 59 36
    1 60 37
    1 61 38
    1 62 30
    1 63 43
    1 64 34
    1 65 27
    1 66 17
    1 67 14
    1 68 37
    1 69 11
    1 70 49
    1 71 15
    1 72 21
    1 73 35
    1 74 48
    1 75 44
    1 76 22
    1 77 45
    1 78 43
    1 79 42
    1 80 39
    1 81 37
    1 82 15
    1 83 35
    1 84 34
    1 85 20
    1 86 39
    1 87 29
    1 88 35
    1 89 18
    1 90 34
    1 91 44
    1 92 23
    1 93 34
    1 94 16
    1 95 28
    1 96 34
    1 97 38
    1 98 41
    1 99 41
    1 100 44
    2 1 33
    2 2 29
    2 3 46
    2 4 23
    2 5 47
    2 6 49
    2 7 11
    2 8 29
    2 9 26
    2 10 45
    2 11 39
    2 12 34
    2 13 10
    2 14 11
    2 15 38
    2 16 19
    2 17 31
    2 18 14
    2 19 39
    2 20 17
    2 21 41
    2 22 16
    2 23 27
    2 24 46
    2 25 36
    2 26 23
    2 27 11
    2 28 35
    2 29 29
    2 30 32
    2 31 25
    2 32 29
    2 33 16
    2 34 28
    2 35 12
    2 36 45
    2 37 48
    2 38 45
    2 39 12
    2 40 13
    2 41 47
    2 42 41
    2 43 38
    2 44 43
    2 45 48
    2 46 35
    2 47 10
    2 48 13
    2 49 29
    2 50 15
    2 51 50
    2 52 40
    2 53 15
    2 54 26
    2 55 25
    2 56 42
    2 57 31
    2 58 19
    2 59 18
    2 60 31
    2 61 24
    2 62 10
    2 63 24
    2 64 19
    2 65 44
    2 66 32
    2 67 13
    2 68 45
    2 69 10
    2 70 29
    2 71 34
    2 72 42
    2 73 38
    2 74 26
    2 75 40
    2 76 17
    2 77 23
    2 78 44
    2 79 17
    2 80 34
    2 81 22
    2 82 35
    2 83 38
    2 84 39
    2 85 29
    2 86 11
    2 87 11
    2 88 46
    2 89 12
    2 90 26
    2 91 27
    2 92 14
    2 93 28
    2 94 26
    2 95 32
    2 96 20
    2 97 47
    2 98 39
    2 99 22
    2 100 18
    3 1 13
    3 2 20
    3 3 35
    3 4 38
    3 5 12
    3 6 44
    3 7 41
    3 8 30
    3 9 35
    3 10 18
    3 11 18
    3 12 34
    3 13 19
    3 14 33
    3 15 11
    3 16 30
    3 17 30
    3 18 25
    3 19 13
    3 20 33
    3 21 17
    3 22 31
    3 23 10
    3 24 15
    3 25 32
    3 26 37
    3 27 11
    3 28 16
    3 29 35
    3 30 13
    3 31 44
    3 32 44
    3 33 39
    3 34 31
    3 35 29
    3 36 28
    3 37 29
    3 38 26
    3 39 31
    3 40 29
    3 41 48
    3 42 12
    3 43 24
    3 44 29
    3 45 35
    3 46 19
    3 47 13
    3 48 29
    3 49 32
    3 50 34
    3 51 30
    3 52 38
    3 53 45
    3 54 30
    3 55 15
    3 56 24
    3 57 10
    3 58 27
    3 59 23
    3 60 10
    3 61 25
    3 62 49
    3 63 39
    3 64 32
    3 65 50
    3 66 19
    3 67 46
    3 68 12
    3 69 31
    3 70 36
    3 71 33
    3 72 46
    3 73 45
    3 74 27
    3 75 22
    3 76 10
    3 77 48
    3 78 12
    3 79 41
    3 80 49
    3 81 33
    3 82 30
    3 83 38
    3 84 31
    3 85 19
    3 86 29
    3 87 41
